WOJ;POW;GMI;NAZWA;STAN_NA
14;20;10;Szczepkowskie Żale;01.01.2023
14;20;10;Unieck;01.01.2023
14;20;10;Kolonia Unieck;01.01.2023
14;20;10;Rachocin;01.01.2023
14;20;10;Wępiły;01.01.2023
14;20;10;Witkowo;01.01.2023
14;20;10;Miłaki;01.01.2023
14;20;10;Pawlaki;01.01.2023
14;20;10;Zdunówek;01.01.2023
14;20;10;Złotopole;01.01.2023
14;20;10;Żukowo-Strusie;01.01.2023
14;20;10;Żukowo-Wawrzonki;01.01.2023
14;20;10;Żychowo;01.01.2023
14;13;4;Bębnowo;01.01.2023
14;13;4;Teklin;01.01.2023
14;13;4;Bębnówko;01.01.2023
14;13;4;Zbrzeźnia;01.01.2023
14;13;4;Bieżany;01.01.2023
14;13;4;Bojanowo;01.01.2023
14;13;4;Adolfowo;01.01.2023
14;13;4;Budy-Brzeziny;01.01.2023
14;13;4;Bońkowo Kościelne;01.01.2023
14;13;4;Bońkowo-Kolonia;01.01.2023
14;13;4;Bońkowo Podleśne;01.01.2023
14;13;4;Budy-Matusy;01.01.2023
14;13;4;Marysinek;01.01.2023
14;13;4;Cegielnia Ratowska;01.01.2023
14;13;4;Gradzanowo Włościańskie;01.01.2023
14;13;4;Górki;01.01.2023
14;13;4;Gradzanowo Zbęskie;01.01.2023
14;13;4;Józefowo;01.01.2023
14;13;4;Luszewo;01.01.2023
14;13;4;Kalasantowo;01.01.2023
14;13;4;Radzanów;01.01.2023
14;13;4;Ratowo;01.01.2023
14;13;4;Leśniczówka Ratowo;01.01.2023
14;13;4;Trzciniec;01.01.2023
14;13;4;Wróblewo;01.01.2023
14;13;4;Wróblewo-Budy;01.01.2023
14;13;4;Wróblewo-Tartak;01.01.2023
14;13;4;Zgliczyn-Glinki;01.01.2023
14;13;4;Drzazga;01.01.2023
14;13;4;Zgliczyn Kościelny;01.01.2023
14;13;4;Zgliczyn Witowy;01.01.2023
14;13;4;Pietrzykowo;01.01.2023
14;13;4;Wygoda;01.01.2023
14;13;4;Agnieszkowo;01.01.2023
14;13;4;Zieluminek;01.01.2023
14;2;8;Grzybowo;01.01.2023
14;2;8;Jarluty Duże;01.01.2023
14;2;8;Jarluty Małe;01.01.2023
14;2;8;Kalisz;01.01.2023
14;2;8;Karniewo;01.01.2023
14;2;8;Kątki;01.01.2023
14;2;8;Klice;01.01.2023
14;2;8;Mościce;01.01.2023
14;2;8;Kliczki;01.01.2023
14;2;8;Kozdroje;01.01.2023
14;2;8;Włosty;01.01.2023
14;2;8;Koziczyn;01.01.2023
14;2;8;Koziczynek;01.01.2023
14;2;8;Lekowo;01.01.2023
14;2;8;Lekówiec;01.01.2023
14;2;8;Lipa;01.01.2023
14;2;8;Pawłowo;01.01.2023
14;2;8;Pawłówko;01.01.2023
14;2;8;Pniewo-Czeruchy;01.01.2023
14;2;8;Bogdanka;01.01.2023
14;2;8;Klin;01.01.2023
14;2;8;Korczyn;01.01.2023
14;2;8;Pniewo Wielkie;01.01.2023
14;2;8;Przybyszewo;01.01.2023
14;2;8;Włodki;01.01.2023
14;2;8;Radomka;01.01.2023
14;2;8;Regimin;01.01.2023
14;2;8;Szulmierz;01.01.2023
14;2;8;Stawy;01.01.2023
14;2;8;Targonie;01.01.2023
14;2;8;Trzcianka;01.01.2023
14;2;8;Zeńbok;01.01.2023
28;3;6;Dębień;01.01.2023
28;3;6;Grabacz;01.01.2023
28;3;6;Grądy;01.01.2023
28;3;6;Gronowo;01.01.2023
28;3;6;Groszki;01.01.2023
28;3;6;Hartowiec;01.01.2023
28;3;6;Jeglia;01.01.2023
28;3;6;Biele;01.01.2023
28;3;6;Pod Lasem;01.01.2023
28;3;6;Za Torem;01.01.2023
28;3;6;Kopaniarze;01.01.2023
28;3;6;Koszelewki;01.01.2023
28;3;6;Koszelewy;01.01.2023
28;3;6;Naguszewo;01.01.2023
28;3;6;Gapowo;01.01.2023
28;3;6;Pod Odmy;01.01.2023
28;3;6;Nowa Wieś;01.01.2023
28;3;6;Szczupliny;01.01.2023
28;3;6;Prusy;01.01.2023
28;3;6;Wybudowanie Pruskie;01.01.2023
28;3;6;Rumian;01.01.2023
28;3;6;Lesiak;01.01.2023
28;3;6;Rybno;01.01.2023
28;3;6;Kostkowo;01.01.2023
28;3;6;Olszewo;01.01.2023
28;3;6;Truszczyny;01.01.2023
28;3;6;Tuczki;01.01.2023
28;3;6;Wery;01.01.2023
28;3;6;Żabiny;01.01.2023
28;3;6;Gralewo-Stacja;01.01.2023
28;3;6;Rapaty;01.01.2023
28;3;6;Zofiówka;01.01.2023
14;37;5;Antoniewo;01.01.2023
14;37;5;Dąbki;01.01.2023
14;37;5;Antoniewo Drugie;01.01.2023
14;37;5;Antoniewo-Góry;01.01.2023
14;37;5;Budy Koziebrodzkie;01.01.2023
14;37;5;Chomęc;01.01.2023
14;37;5;Chrapoń;01.01.2023
14;37;5;Cyndaty;01.01.2023
14;37;5;Dzban;01.01.2023
14;37;5;Dzieczewo;01.01.2023
14;37;5;Goszczk;01.01.2023
14;37;5;Gradzanowo Kościelne;01.01.2023
14;37;5;Brochocin;01.01.2023
14;37;5;Grabina;01.01.2023
14;37;5;Gradzanowo Średnie;01.01.2023
14;37;5;Gutkowo;01.01.2023
14;37;5;Gutkowo-Fije;01.01.2023
14;37;5;Gutkowo-Wite;01.01.2023
14;37;5;Julianowo;01.01.2023
14;37;5;Karolinowo;01.01.2023
14;37;5;Kolonia Siemiątkowska;01.01.2023
14;37;5;Krzeczanowo;01.01.2023
14;37;5;Łaszewo;01.01.2023
14;37;5;Łaszewo-Pieńki;01.01.2023
14;37;5;Łaszewo-Wietrznik;01.01.2023
14;37;5;Nowa Wieś;01.01.2023
14;37;5;Łopacin;01.01.2023
14;37;5;Nowe Budy Osieckie;01.01.2023
14;37;5;Nowopole;01.01.2023
14;37;5;Kolonia Łaszewska;01.01.2023
14;37;5;Osowa Drobińska;01.01.2023
14;37;5;Osowa Krzeczanowska;01.01.2023
14;37;5;Osowa Łaszewska;01.01.2023
14;37;5;Pijawnia;01.01.2023
14;37;5;Rostowa;01.01.2023
14;37;5;Siciarz;01.01.2023
14;37;5;Kąty;01.01.2023
14;37;5;Smólnia;01.01.2023
14;37;5;Siemiątkowo-Kosmy;01.01.2023
14;37;5;Siemiątkowo;01.01.2023
14;37;5;Siemiątkowo-Rechty;01.01.2023
14;37;5;Siemiątkowo-Rogale;01.01.2023
14;37;5;Siemiątkowo-Siódmaczka;01.01.2023
14;37;5;Sokołowy Kąt;01.01.2023
14;37;5;Stare Budy Osieckie;01.01.2023
14;37;5;Suwaki;01.01.2023
14;37;5;Wojciechowo;01.01.2023
14;37;5;Wola Łaszewska;01.01.2023
14;37;5;Budy Wolińskie;01.01.2023
14;37;5;Wolany;01.01.2023
14;37;5;Zaborze Krzeczanowskie;01.01.2023
14;37;5;Ziemiany;01.01.2023
14;37;5;Złe Borki;01.01.2023
14;20;11;Baraki;01.01.2023
14;20;11;Biele;01.01.2023
14;20;11;Bolęcin;01.01.2023
14;20;11;Budy Gutarzewskie;01.01.2023
14;20;11;Ciemniewo;01.01.2023
14;20;11;Drożdżyn;01.01.2023
14;20;11;Drożdżynek-Parcele;01.01.2023
14;20;11;Gromadzyn;01.01.2023
14;20;11;Gutarzewo;01.01.2023
14;20;11;Idzikowice;01.01.2023
14;20;11;Jędrzejewo;01.01.2023
14;20;11;Kępa;01.01.2023
14;20;11;Koliszewo;01.01.2023
14;20;11;Kołoząb;01.01.2023
14;20;11;Kondrajec;01.01.2023
14;20;11;Ostrowie;01.01.2023
14;20;11;Kuchary Królewskie;01.01.2023
14;20;11;Kuchary Żydowskie;01.01.2023
14;20;11;Milewo;01.01.2023
14;20;11;Niewikla;01.01.2023
14;20;11;Niewikla-Folwark;01.01.2023
14;20;11;Podsmardzewo;01.01.2023
14;20;11;Pruszkowo;01.01.2023
14;20;11;Rzy;01.01.2023
14;20;11;Rzy;01.01.2023
14;20;11;Smardzewo;01.01.2023
14;20;11;Sochocin;01.01.2023
14;20;11;Kolonia Sochocin;01.01.2023
14;20;11;Ślepowrony;01.01.2023
14;20;11;Wierzbówiec;01.01.2023
14;20;11;Wycinki;01.01.2023
14;20;11;Żelechy;01.01.2023
14;2;9;Bądkowo;01.01.2023
14;2;9;Marianowo;01.01.2023
14;2;9;Bieńki-Karkuty;01.01.2023
14;2;9;Bieńki-Skrzekoty;01.01.2023
14;2;9;Bieńki-Śmietanki;01.01.2023
14;2;9;Burkaty;01.01.2023
14;2;9;Chrościce-Łyczki;01.01.2023
14;2;9;Pogąsty;01.01.2023
14;2;9;Chrościce;01.01.2023
14;2;9;Cichawy;01.01.2023
14;2;9;Ciemniewko;01.01.2023
14;2;9;Ciemniewo;01.01.2023
14;2;9;Damięty-Narwoty;01.01.2023
14;2;9;Drążewo;01.01.2023
14;2;9;Gąsocin;01.01.2023
14;2;9;Gołotczyzna;01.01.2023
14;2;9;Bratne;01.01.2023
14;2;9;Gutków;01.01.2023
14;2;9;Kałęczyn;01.01.2023
14;2;9;Komory Błotne;01.01.2023
14;2;9;Komory Dąbrowne;01.01.2023
14;2;9;Janówek;01.01.2023
14;2;9;Kosmy-Pruszki;01.01.2023
14;2;9;Kosmy Wielkie;01.01.2023
14;2;9;Koźniewo-Łysaki;01.01.2023
14;2;9;Koźniewo Średnie;01.01.2023
14;2;9;Koźniewo Wielkie;01.01.2023
14;2;9;Łopacin;01.01.2023
14;2;9;Marusy;01.01.2023
14;2;9;Mężenino-Węgłowice;01.01.2023
14;2;9;Niesłuchy;01.01.2023
14;2;9;Olszewka;01.01.2023
14;2;9;Ostaszewo;01.01.2023
14;2;9;Pękawka;01.01.2023
14;2;9;Sarnowa Góra;01.01.2023
14;2;9;Skrobocin;01.01.2023
14;2;9;Soboklęszcz;01.01.2023
14;2;9;Sońsk;01.01.2023
14;2;9;Spądoszyn;01.01.2023
14;2;9;Strusin;01.01.2023
14;2;9;Strusinek;01.01.2023
14;2;9;Szwejki;01.01.2023
14;2;9;Ślubowo;01.01.2023
14;2;9;Wola Ostaszewska;01.01.2023
14;13;5;Adamowo;01.01.2023
14;13;5;Augustowo;01.01.2023
14;13;5;Budy Strzegowskie;01.01.2023
14;13;5;Breginie;01.01.2023
14;13;5;Budy Giżyńskie;01.01.2023
14;13;5;Budy Mdzewskie;01.01.2023
14;13;5;Budy Polskie;01.01.2023
14;13;5;Budy Sułkowskie;01.01.2023
14;13;5;Budy Wolińskie;01.01.2023
14;13;5;Chądzyny-Krusze;01.01.2023
14;13;5;Chądzyny-Kuski;01.01.2023
14;13;5;Szymańczyki;01.01.2023
14;13;5;Czarnocin;01.01.2023
14;13;5;Czarnocinek;01.01.2023
14;13;5;Dalnia;01.01.2023
14;13;5;Dąbrowa;01.01.2023
14;13;5;Parówki;01.01.2023
14;13;5;Drogiszka;01.01.2023
14;13;5;Giełczyn;01.01.2023
14;13;5;Giżyn;01.01.2023
14;13;5;Baranek;01.01.2023
14;13;5;Giżynek;01.01.2023
14;13;5;Grabienice Małe;01.01.2023
14;13;5;Grabienice Wielkie;01.01.2023
14;13;5;Huta Emilia;01.01.2023
14;13;5;Ignacewo;01.01.2023
14;13;5;Gatka;01.01.2023
14;13;5;Józefowo;01.01.2023
14;13;5;Konotopa;01.01.2023
14;13;5;Kontrewers;01.01.2023
14;13;5;Marianowo;01.01.2023
14;13;5;Smętne;01.01.2023
14;13;5;Wygoda;01.01.2023
14;13;5;Kowalewko;01.01.2023
14;13;5;Budy Kowalewkowskie;01.01.2023
14;13;5;Zalesie;01.01.2023
14;13;5;Kuskowo-Glinki;01.01.2023
14;13;5;Kuskowo-Bzury;01.01.2023
14;13;5;Leszczyna;01.01.2023
14;13;5;Kuskowo Kmiece;01.01.2023
14;13;5;Łebki;01.01.2023
14;13;5;Marysinek;01.01.2023
14;13;5;Budy Budzkie;01.01.2023
14;13;5;Budy-Zofijki;01.01.2023
14;13;5;Giełczynek;01.01.2023
14;13;5;Radzimowice;01.01.2023
14;13;5;Mączewo;01.01.2023
14;13;5;Mdzewko;01.01.2023
14;13;5;Mdzewo;01.01.2023
14;13;5;Niedzbórz;01.01.2023
14;13;5;Nowiny Giżyńskie;01.01.2023
14;13;5;Pokrytki;01.01.2023
14;13;5;Aleksandrowo;01.01.2023
14;13;5;Prusocin;01.01.2023
14;13;5;Rudowo;01.01.2023
14;13;5;Rydzyn Szlachecki;01.01.2023
14;13;5;Rydzyn Włościański;01.01.2023
14;13;5;Stara Maryśka;01.01.2023
14;13;5;Nowa Maryśka;01.01.2023
14;13;5;Staroguby;01.01.2023
14;13;5;Strzegowo;01.01.2023
14;13;5;Tuchowo;01.01.2023
14;13;5;Sułkowo Borowe;01.01.2023
14;13;5;Sułkowo Polne;01.01.2023
14;13;5;Syberia;01.01.2023
14;13;5;Topolewszczyzna;01.01.2023
14;13;5;Unierzyż;01.01.2023
14;13;5;Aleksandrowo;01.01.2023
14;13;5;Nowopole;01.01.2023
14;13;5;Unikowo;01.01.2023
14;13;5;Kozłowo;01.01.2023
14;13;5;Wola Kanigowska;01.01.2023
14;13;5;Sujki;01.01.2023
14;13;5;Zabiele;01.01.2023
14;13;6;Bolewo;01.01.2023
14;13;6;Feliksowo;01.01.2023
14;13;6;Kałęcz;01.01.2023
14;13;6;Budy Bolewskie;01.01.2023
14;13;6;Krajewo;01.01.2023
14;13;6;Dąbek;01.01.2023
14;13;6;Dąbek-Halinowo;01.01.2023
14;13;6;Dąbek-Jankowo;01.01.2023
14;13;6;Dunaj;01.01.2023
14;13;6;Biele;01.01.2023
14;13;6;Jeże;01.01.2023
14;13;6;Trzpioły;01.01.2023
14;13;6;Konopki;01.01.2023
14;13;6;Krośnice;01.01.2023
14;13;6;Morawy;01.01.2023
14;13;6;Olszewo-Bołąki;01.01.2023
14;13;6;Olszewo-Chlebowo;01.01.2023
14;13;6;Olszewo-Reszki;01.01.2023
14;13;6;Olszewo-Borzymy;01.01.2023
14;13;6;Olszewo-Grzymki;01.01.2023
14;13;6;Olszewo-Marcisze;01.01.2023
14;13;6;Olszewo-Tosie;01.01.2023
14;13;6;Pieńpole;01.01.2023
14;13;6;Stefankowo;01.01.2023
14;13;6;Rosochy;01.01.2023
14;13;6;Strzałkowo;01.01.2023
14;13;6;Strzałkowo-Dębiny;01.01.2023
14;13;6;Strzałkowo-Ojców;01.01.2023
14;13;6;Strzałkowo-Ostrów;01.01.2023
14;13;6;Stupsk;01.01.2023
14;13;6;Pieczyska;01.01.2023
14;13;6;Sułkowo-Kolonia;01.01.2023
14;13;6;Gąsiorowizna;01.01.2023
14;13;6;Sułkowo-Baraki;01.01.2023
14;13;6;Wola-Kolonia;01.01.2023
14;13;6;Wola Szydłowska;01.01.2023
14;13;6;Wyszyny Kościelne;01.01.2023
14;13;6;Stare Wyszyny;01.01.2023
14;13;6;Zdroje;01.01.2023
14;13;6;Brzeziny;01.01.2023
14;13;6;Żmijewo-Gaje;01.01.2023
14;13;6;Żmijewo-Podusie;01.01.2023
14;13;6;Żmijewo Kościelne;01.01.2023
14;13;6;Żmijewo-Łabędy;01.01.2023
14;13;6;Żmijewo-Kuce;01.01.2023
14;13;6;Żmijewo-Bagienki;01.01.2023
14;13;6;Żmijewo-Nikły;01.01.2023
14;13;6;Żmijewo-Ponki;01.01.2023
14;13;6;Żmijewo-Trojany;01.01.2023
14;13;6;Żmijewo-Szawły;01.01.2023
14;13;7;Bielawy;01.01.2023
14;13;7;Doziny;01.01.2023
14;13;7;Grądek;01.01.2023
14;13;7;Kobuszyn;01.01.2023
14;13;7;Krzywki-Bośki;01.01.2023
14;13;7;Krzywki-Piaski;01.01.2023
14;13;7;Kunki;01.01.2023
14;13;7;Liberadz;01.01.2023
14;13;7;Zaręby;01.01.2023
14;13;7;Ługi;01.01.2023
14;13;7;Miączyn Duży;01.01.2023
14;13;7;Miączyn Mały;01.01.2023
14;13;7;Miłotki;01.01.2023
14;13;7;Mostowo;01.01.2023
14;13;7;Nowe Garkowo;01.01.2023
14;13;7;Ostrów;01.01.2023
14;13;7;Pączkowo;01.01.2023
14;13;7;Proszkowo;01.01.2023
14;13;7;Przychód;01.01.2023
14;13;7;Rochnia;01.01.2023
14;13;7;Sławkowo;01.01.2023
14;13;7;Stare Garkowo;01.01.2023
14;13;7;Szreńsk;01.01.2023
14;13;7;Wola Proszkowska;01.01.2023
14;13;7;Złotowo;01.01.2023
14;13;8;Budy Garlińskie;01.01.2023
14;13;8;Nowe Niemyje;01.01.2023
14;13;8;Stare Niemyje;01.01.2023
14;13;8;Dębsk;01.01.2023
14;13;8;Garlino;01.01.2023
14;13;8;Dębiny;01.01.2023
14;13;8;Zalesie;01.01.2023
14;13;8;Giednia;01.01.2023
14;13;8;Kluszewo;01.01.2023
14;13;8;Korzybie;01.01.2023
14;13;8;Kozły-Janowo;01.01.2023
14;13;8;Krzywonoś;01.01.2023
14;13;8;Marianowo;01.01.2023
14;13;8;Nieradowo;01.01.2023
14;13;8;Młodynin;01.01.2023
14;13;8;Nosarzewo Borowe;01.01.2023
14;13;8;Nosarzewo Polne;01.01.2023
14;13;8;Nowa Sławogóra;01.01.2023
14;13;8;Nowa Wieś;01.01.2023
14;13;8;Nowe Nosarzewo;01.01.2023
14;13;8;Nowe Piegłowo;01.01.2023
14;13;8;Pawłowo;01.01.2023
14;13;8;Piegłowo-Kolonia;01.01.2023
14;13;8;Piegłowo-Wieś;01.01.2023
14;13;8;Stara Sławogóra;01.01.2023
14;13;8;Szydłowo;01.01.2023
14;13;8;Szydłówek;01.01.2023
14;13;8;Trzcianka;01.01.2023
14;13;8;Trzcianka-Kolonia;01.01.2023
14;13;8;Tyszki-Bregendy;01.01.2023
14;13;8;Wola Dębska;01.01.2023
14;24;5;Brodowo;01.01.2023
14;24;5;Brodowo-Dębówka;01.01.2023
14;24;5;Brodowo-Kuce;01.01.2023
14;24;5;Bruliny;01.01.2023
14;24;5;Malice;01.01.2023
14;24;5;Siniary;01.01.2023
14;24;5;Bylice;01.01.2023
14;24;5;Chmielewo;01.01.2023
14;24;5;Chmielewko;01.01.2023
14;24;5;Dziarno;01.01.2023
14;24;5;Gaj;01.01.2023
14;24;5;Gąsiorowo;01.01.2023
14;24;5;Gąsiorówek;01.01.2023
14;24;5;Godacze;01.01.2023
14;24;5;Gołębie;01.01.2023
14;24;5;Klukowo;01.01.2023
14;24;5;Klukówek;01.01.2023
14;24;5;Kosiorowo;01.01.2023
14;24;5;Kościesze;01.01.2023
14;24;5;Śmietanki;01.01.2023
14;24;5;Kowalewice Włościańskie;01.01.2023
14;24;5;Kowalewice Nowe;01.01.2023
14;24;5;Ostrzeniewo;01.01.2023
14;24;5;Jabłeczniki;01.01.2023
14;24;5;Prusinowice;01.01.2023
14;24;5;Stpice;01.01.2023
14;24;5;Strzegocin;01.01.2023
14;24;5;Sulkowo;01.01.2023
14;24;5;Świercze;01.01.2023
14;24;5;Świercze-Siółki;01.01.2023
14;24;5;Świerkowo;01.01.2023
14;24;5;Świeszewko;01.01.2023
14;24;5;Świeszewo;01.01.2023
14;24;5;Wyrzyki;01.01.2023
14;24;5;Pękale;01.01.2023
14;13;9;Bąki;01.01.2023
14;13;9;Bonisław;01.01.2023
14;13;9;Chmielewko;01.01.2023
14;13;9;Chmielewo Wielkie;01.01.2023
14;13;9;Grądzik;01.01.2023
14;13;9;Chmielewo Małe;01.01.2023
14;13;9;Długokąty;01.01.2023
14;13;9;Grzebsk;01.01.2023
14;13;9;Grzybowo;01.01.2023
14;13;9;Grzybowo-Kapuśnik;01.01.2023
14;13;9;Kobiałki;01.01.2023
14;13;9;Żaki;01.01.2023
14;13;9;Kuklin;01.01.2023
14;13;9;Kulany;01.01.2023
14;13;9;Kulany-Kolonie;01.01.2023
14;13;9;Marianowo;01.01.2023
14;13;9;Łęg;01.01.2023
14;13;9;Michalinowo;01.01.2023
14;13;9;Pepłowo;01.01.2023
14;13;9;Pepłówek;01.01.2023
14;13;9;Pogorzel;01.01.2023
14;13;9;Turowo;01.01.2023
14;13;9;Turówek;01.01.2023
14;13;9;Uniszki-Cegielnia;01.01.2023
14;13;9;Żulinek;01.01.2023
14;13;9;Uniszki Gumowskie;01.01.2023
14;13;9;Uniszki Zawadzkie;01.01.2023
14;13;9;Wąsosze;01.01.2023
14;13;9;Wieczfnia-Kolonia;01.01.2023
14;13;9;Wieczfnia Kościelna;01.01.2023
14;13;9;Windyki;01.01.2023
14;13;9;Rukały;01.01.2023
14;13;9;Zakrzewo Wielkie;01.01.2023
14;13;9;Zakrzewo-Froczki;01.01.2023
14;13;9;Zakrzewo-Ranki;01.01.2023
14;13;9;Załęże;01.01.2023
14;24;6;Białe Błoto;01.01.2023
14;24;6;Bielany;01.01.2023
14;24;6;Błędostowo;01.01.2023
14;24;6;Brodowo-Bąboły;01.01.2023
14;24;6;Brodowo-Wity;01.01.2023
14;24;6;Budy-Zbroszki;01.01.2023
14;24;6;Domosław;01.01.2023
14;24;6;Gatka;01.01.2023
14;24;6;Glinice-Domaniewo;01.01.2023
14;24;6;Glinice Wielkie;01.01.2023
14;24;6;Gnaty-Lewiski;01.01.2023
14;24;6;Gnaty-Szczerbaki;01.01.2023
14;24;6;Gnaty-Wieśniany;01.01.2023
14;24;6;Golądkowo;01.01.2023
14;24;6;Górka Powielińska;01.01.2023
14;24;6;Górki-Baćki;01.01.2023
14;24;6;Górki Duże;01.01.2023
14;24;6;Górki-Witowice;01.01.2023
14;24;6;Kamionna;01.01.2023
14;24;6;Łachoń;01.01.2023
14;24;6;Mieszki-Kuligi;01.01.2023
14;24;6;Mieszki-Leśniki;01.01.2023
14;24;6;Nowe Bulkowo;01.01.2023
14;24;6;Pawłowo;01.01.2023
14;24;6;Poniaty-Cibory;01.01.2023
14;24;6;Poniaty Wielkie;01.01.2023
14;24;6;Powielin;01.01.2023
14;24;6;Rębkowo;01.01.2023
14;24;6;Skarżyce;01.01.2023
14;24;6;Skorosze;01.01.2023
14;24;6;Skoroszki;01.01.2023
14;24;6;Skórznice;01.01.2023
14;24;6;Smogorzewo Pańskie;01.01.2023
14;24;6;Smogorzewo Włościańskie;01.01.2023
14;24;6;Stare Bulkowo;01.01.2023
14;24;6;Winnica;01.01.2023
14;24;6;Winniczka;01.01.2023
14;24;6;Zbroszki;01.01.2023
14;13;10;Bogurzyn;01.01.2023
14;13;10;Bogurzynek;01.01.2023
14;13;10;Głużek;01.01.2023
14;13;10;Głużek-Kolonia;01.01.2023
14;13;10;Michałowo;01.01.2023
14;13;10;Korboniec;01.01.2023
14;13;10;Kosiny Bartosowe;01.01.2023
14;13;10;Kosiny Kapiczne;01.01.2023
14;13;10;Kowalewo;01.01.2023
14;13;10;Kowalewo-Borki;01.01.2023
14;13;10;Modła;01.01.2023
14;13;10;Nowa Otocznia;01.01.2023
14;13;10;Żarnówka;01.01.2023
14;13;10;Podkrajewo;01.01.2023
14;13;10;Stara Otocznia;01.01.2023
14;13;10;Stare Kosiny;01.01.2023
14;13;10;Wiśniewko;01.01.2023
14;13;10;Wiśniewo;01.01.2023
14;13;10;Halinowo;01.01.2023
14;13;10;Wojnówka;01.01.2023
14;13;10;Żurominek;01.01.2023
14;20;12;Falbogi Wielkie;01.01.2023
14;20;12;Zajączki;01.01.2023
14;20;12;Gostolin;01.01.2023
14;20;12;Kamienica;01.01.2023
14;20;12;Kamienica-Folwark;01.01.2023
14;20;12;Kamienica-Kozaki;01.01.2023
14;20;12;Kamienica-Wygoda;01.01.2023
14;20;12;Kamienica-Pieńki;01.01.2023
14;20;12;Karolinowo;01.01.2023
14;20;12;Koryciska;01.01.2023
14;20;12;Kroczewo;01.01.2023
14;20;12;Kroczewo-Baraki;01.01.2023
14;20;12;Michałówek;01.01.2023
14;20;12;Sokal;01.01.2023
14;20;12;Wymyślin;01.01.2023
14;20;12;Naborowo;01.01.2023
14;20;12;Naborówiec;01.01.2023
14;20;12;Niepiekła;01.01.2023
14;20;12;Nowe Olszyny;01.01.2023
14;20;12;Nowe Wrońska;01.01.2023
14;20;12;Przyborowice Dolne;01.01.2023
14;20;12;Zarzecze;01.01.2023
14;20;12;Przyborowice Górne;01.01.2023
14;20;12;Sadówiec;01.01.2023
14;20;12;Dłutówek;01.01.2023
14;20;12;Słotwin;01.01.2023
14;20;12;Smulska;01.01.2023
14;20;12;Sobole;01.01.2023
14;20;12;Stare Olszyny;01.01.2023
14;20;12;Stare Wrońska;01.01.2023
14;20;12;Stróżewo;01.01.2023
14;20;12;Głodowo;01.01.2023
14;20;12;Szczytniki;01.01.2023
14;20;12;Szczytno;01.01.2023
14;20;12;Wilamy;01.01.2023
14;20;12;Wojny;01.01.2023
14;20;12;Załuski;01.01.2023
14;20;12;Zdunowo;01.01.2023
14;20;12;Złotopolice;01.01.2023
14;37;6;Będzymin;01.01.2023
14;37;6;Brudnice;01.01.2023
14;37;6;Chamsk;01.01.2023
14;37;6;Cierpigórz;01.01.2023
14;37;6;Dąbrowa;01.01.2023
14;37;6;Dąbrowice;01.01.2023
14;37;6;Dębsk;01.01.2023
14;37;6;Franciszkowo;01.01.2023
14;37;6;Kliczewo Duże;01.01.2023
14;37;6;Kliczewo Małe;01.01.2023
14;37;6;Kosewo;01.01.2023
14;37;6;Kruszewo;01.01.2023
14;37;6;Młudzyn;01.01.2023
14;37;6;Nowe Nadratowo;01.01.2023
14;37;6;Olszewo;01.01.2023
14;37;6;Poniatowo;01.01.2023
14;37;6;Raczyny;01.01.2023
14;37;6;Rozwozin;01.01.2023
14;37;6;Rzężawy;01.01.2023
14;37;6;Sadowo;01.01.2023
14;37;6;Stare Nadratowo;01.01.2023
14;37;6;Tadajówka;01.01.2023
14;37;6;Wiadrowo;01.01.2023
14;37;6;Wólka Kliczewska;01.01.2023
24;4;1;Cisie;01.01.2023
24;4;1;Cisie-Gajówka;01.01.2023
24;4;1;Cisie-Leśniczówka;01.01.2023
24;4;1;Dąbrówka;01.01.2023
24;4;1;Nowiny;01.01.2023
24;4;1;Cisie;01.01.2023
24;4;1;Kierzek-Gajówka;01.01.2023
24;4;1;Gorzelnia;01.01.2023
24;4;1;Nowa Gorzelnia;01.01.2023
24;4;1;Przysieka;01.01.2023
24;4;1;Stara Gorzelnia;01.01.2023
24;4;1;Konradów;01.01.2023
24;4;1;Kolonia Łojki;01.01.2023
24;4;1;Łojki;01.01.2023
24;4;1;Wyrazów;01.01.2023
24;7;3;Ciasna;01.01.2023
24;7;3;Ciasna;01.01.2023
24;7;3;Nowy Dwór;01.01.2023
24;7;3;Dzielna;01.01.2023
24;7;3;Gajdy;01.01.2023
24;7;3;Kolonia Dzielna;01.01.2023
24;7;3;Glinica;01.01.2023
24;7;3;Dąbrowa;01.01.2023
24;7;3;Brzezinkowe;01.01.2023
24;7;3;Jeżowa;01.01.2023
24;7;3;Molna;01.01.2023
24;7;3;Gajdowe;01.01.2023
24;7;3;Panoszów;01.01.2023
24;7;3;Kolonia;01.01.2023
24;7;3;Patoka;01.01.2023
24;7;3;Sieraków Śląski;01.01.2023
24;7;3;Osiedle Małe;01.01.2023
24;7;3;Osiedle Wielkie;01.01.2023
24;7;3;Podole;01.01.2023
24;7;3;Przywary Leśne;01.01.2023
24;7;3;Przywary;01.01.2023
24;7;3;Sobkowe;01.01.2023
24;7;3;Wędzina;01.01.2023
24;7;3;Zborowskie;01.01.2023
24;7;3;Brzegi;01.01.2023
24;7;3;Czarne;01.01.2023
24;7;3;Stasiowe;01.01.2023
24;4;2;Borowce;01.01.2023
24;4;2;Cielętniki;01.01.2023
24;4;2;Brzozówki;01.01.2023
24;4;2;Ignaców;01.01.2023
24;4;2;Cudków;01.01.2023
24;4;2;Dąbek;01.01.2023
24;4;2;Dąbrowa Zielona;01.01.2023
